,ll,acc,number_of_nodes,discretizing,sample_size,used_disc
375,-45414.118907310214,-1.0,5,random,10000,2
376,-122462.51901546802,-1.0,10,random,10000,2
377,-1725081.821452539,-1.0,50,random,10000,2
378,-37724.668970161285,-1.0,5,latin_cube_u,10000,2
379,-63648.90292569287,-1.0,10,latin_cube_u,10000,2
380,-2674112.7736477843,-1.0,50,latin_cube_u,10000,2
381,-44556.82688769072,-1.0,5,latin_cube_q,10000,2
382,-87114.68153454798,-1.0,10,latin_cube_q,10000,2
383,-1711378.5900429287,-1.0,50,latin_cube_q,10000,2
384,-40561.109245752,-1.0,5,uniform,10000,2
385,-71434.10464203572,-1.0,10,uniform,10000,2
386,-2501560.484861573,-1.0,50,uniform,10000,2
387,-35798.73543427425,0.9788,5,,10000,2
388,-35798.735272015605,0.9788,10,,10000,2
389,-35798.73520629903,0.9788,50,,10000,2
390,-40881.22788176018,-1.0,5,random,10000,2
391,-110280.81022339656,-1.0,10,random,10000,2
392,-1711471.0193156013,-1.0,50,random,10000,2
393,-42857.811851286475,-1.0,5,latin_cube_u,10000,2
394,-48644.60952088112,-1.0,10,latin_cube_u,10000,2
395,-1943742.3617750339,-1.0,50,latin_cube_u,10000,2
396,-44075.65013775239,-1.0,5,latin_cube_q,10000,2
397,-71026.5669004663,-1.0,10,latin_cube_q,10000,2
398,-1808304.2635418973,-1.0,50,latin_cube_q,10000,2
399,-44685.160819309094,-1.0,5,uniform,10000,2
400,-79274.01656209084,-1.0,10,uniform,10000,2
401,-2293488.753679887,-1.0,50,uniform,10000,2
402,-35934.994815665596,0.0104,5,,10000,2
403,-35934.99417432793,0.9771,10,,10000,2
404,-35934.99450655509,0.0105,50,,10000,2
405,-41634.10277279217,-1.0,5,random,10000,2
406,-80358.93640324964,-1.0,10,random,10000,2
407,-1638470.8298676733,-1.0,50,random,10000,2
408,-37865.470370637304,-1.0,5,latin_cube_u,10000,2
409,-85177.96439249674,-1.0,10,latin_cube_u,10000,2
410,-2106236.2292976007,-1.0,50,latin_cube_u,10000,2
411,-46967.59834472665,-1.0,5,latin_cube_q,10000,2
412,-59838.70115375225,-1.0,10,latin_cube_q,10000,2
413,-2212018.018033061,-1.0,50,latin_cube_q,10000,2
414,-55515.836608980564,-1.0,5,uniform,10000,2
415,-105397.95682523331,-1.0,10,uniform,10000,2
416,-2253684.099392206,-1.0,50,uniform,10000,2
417,-35801.96945575348,0.9798,5,,10000,2
418,-35801.968959526625,0.9798,10,,10000,2
419,-35801.968810442086,0.9798,50,,10000,2
420,-38731.79680054899,-1.0,5,random,10000,2
421,-85467.15356448028,-1.0,10,random,10000,2
422,-1991389.019672,-1.0,50,random,10000,2
423,-45896.90261346894,-1.0,5,latin_cube_u,10000,2
424,-117646.4876696323,-1.0,10,latin_cube_u,10000,2
425,-1639534.6828069019,-1.0,50,latin_cube_u,10000,2
426,-46472.48720189845,-1.0,5,latin_cube_q,10000,2
427,-80342.04404547291,-1.0,10,latin_cube_q,10000,2
428,-1821254.3003570088,-1.0,50,latin_cube_q,10000,2
429,-49481.99802539392,-1.0,5,uniform,10000,2
430,-56742.392942660845,-1.0,10,uniform,10000,2
431,-1885110.924865942,-1.0,50,uniform,10000,2
432,-35906.4369001756,0.013,5,,10000,2
433,-35906.436152026086,0.9785,10,,10000,2
434,-35906.43653459957,0.9785,50,,10000,2
435,-42068.861222473875,-1.0,5,random,10000,2
436,-83041.92715464756,-1.0,10,random,10000,2
437,-2089199.8687239517,-1.0,50,random,10000,2
438,-50158.645054742636,-1.0,5,latin_cube_u,10000,2
439,-78331.0001680226,-1.0,10,latin_cube_u,10000,2
440,-2413755.858333764,-1.0,50,latin_cube_u,10000,2
441,-48247.30718747311,-1.0,5,latin_cube_q,10000,2
442,-92371.55040414074,-1.0,10,latin_cube_q,10000,2
443,-2246709.8734538713,-1.0,50,latin_cube_q,10000,2
444,-51316.513072302325,-1.0,5,uniform,10000,2
445,-90932.84014018864,-1.0,10,uniform,10000,2
446,-1801171.6544518685,-1.0,50,uniform,10000,2
447,-35907.35806789529,0.979,5,,10000,2
448,-35907.35804592131,0.979,10,,10000,2
449,-35907.35789763694,0.979,50,,10000,2
450,-42021.498897606434,-1.0,5,random,10000,2
451,-81525.92142466792,-1.0,10,random,10000,2
452,-1920937.5774332602,-1.0,50,random,10000,2
453,-42415.13592663024,-1.0,5,latin_cube_u,10000,2
454,-103345.78808958964,-1.0,10,latin_cube_u,10000,2
455,-1364546.979043826,-1.0,50,latin_cube_u,10000,2
456,-44806.192924011266,-1.0,5,latin_cube_q,10000,2
457,-78254.80644594437,-1.0,10,latin_cube_q,10000,2
458,-1429102.4637106752,-1.0,50,latin_cube_q,10000,2
459,-53543.97111781206,-1.0,5,uniform,10000,2
460,-57571.16041480828,-1.0,10,uniform,10000,2
461,-1976398.9424322161,-1.0,50,uniform,10000,2
462,-35967.402039704095,0.0134,5,,10000,2
463,-35967.40172536069,0.9789,10,,10000,2
464,-38620.36596619282,0.5521,50,,10000,2
465,-41466.29479541377,-1.0,5,random,10000,2
466,-78752.0836564897,-1.0,10,random,10000,2
467,-1779548.5258579585,-1.0,50,random,10000,2
468,-48140.954798085746,-1.0,5,latin_cube_u,10000,2
469,-90584.14710818647,-1.0,10,latin_cube_u,10000,2
470,-1176671.8288838929,-1.0,50,latin_cube_u,10000,2
471,-43659.543439952686,-1.0,5,latin_cube_q,10000,2
472,-88740.68878624467,-1.0,10,latin_cube_q,10000,2
473,-2527077.881956683,-1.0,50,latin_cube_q,10000,2
474,-38767.6483146037,-1.0,5,uniform,10000,2
475,-89866.69869880364,-1.0,10,uniform,10000,2
476,-1944126.4052225123,-1.0,50,uniform,10000,2
477,-35910.15621042626,0.0079,5,,10000,2
478,-35910.15613924299,0.9776,10,,10000,2
479,-35910.15663395468,0.9776,50,,10000,2
480,-48051.54321139576,-1.0,5,random,10000,2
481,-75817.82033288667,-1.0,10,random,10000,2
482,-1895039.823242756,-1.0,50,random,10000,2
483,-43657.82231492487,-1.0,5,latin_cube_u,10000,2
484,-98329.78117563274,-1.0,10,latin_cube_u,10000,2
485,-1126780.8498797363,-1.0,50,latin_cube_u,10000,2
486,-43109.48828862986,-1.0,5,latin_cube_q,10000,2
487,-105583.63446191381,-1.0,10,latin_cube_q,10000,2
488,-1461601.046182782,-1.0,50,latin_cube_q,10000,2
489,-44869.493710448194,-1.0,5,uniform,10000,2
490,-97571.94702665534,-1.0,10,uniform,10000,2
491,-1138081.2157454311,-1.0,50,uniform,10000,2
492,-35945.12812533259,0.9787,5,,10000,2
493,-35945.12823955043,0.9788,10,,10000,2
494,-35945.1282273252,0.0084,50,,10000,2
495,-44795.944680830704,-1.0,5,random,10000,2
496,-74357.30621222184,-1.0,10,random,10000,2
497,-1984405.3847840645,-1.0,50,random,10000,2
498,-37504.233664076695,-1.0,5,latin_cube_u,10000,2
499,-74498.28909692355,-1.0,10,latin_cube_u,10000,2
500,-1679448.271813867,-1.0,50,latin_cube_u,10000,2
501,-47696.295463100214,-1.0,5,latin_cube_q,10000,2
502,-83599.96195475412,-1.0,10,latin_cube_q,10000,2
503,-1643685.1651840452,-1.0,50,latin_cube_q,10000,2
504,-43016.35255440137,-1.0,5,uniform,10000,2
505,-80177.20883669262,-1.0,10,uniform,10000,2
506,-2325150.037092991,-1.0,50,uniform,10000,2
507,-35754.449697098746,0.9761,5,,10000,2
508,-35754.449653063784,0.9761,10,,10000,2
509,-35754.44968975332,0.9761,50,,10000,2
510,-41049.29176001922,-1.0,5,random,10000,2
511,-80969.46413884751,-1.0,10,random,10000,2
512,-1720407.9117290943,-1.0,50,random,10000,2
513,-40140.85545591563,-1.0,5,latin_cube_u,10000,2
514,-95173.25599327103,-1.0,10,latin_cube_u,10000,2
515,-2615568.066749421,-1.0,50,latin_cube_u,10000,2
516,-38121.43209649918,-1.0,5,latin_cube_q,10000,2
517,-69118.1188165916,-1.0,10,latin_cube_q,10000,2
518,-1568186.649437604,-1.0,50,latin_cube_q,10000,2
519,-39726.38403788805,-1.0,5,uniform,10000,2
520,-68719.27188867792,-1.0,10,uniform,10000,2
521,-2014783.078564038,-1.0,50,uniform,10000,2
522,-35875.029338428554,0.0118,5,,10000,2
523,-35875.02958946866,0.9806,10,,10000,2
524,-35875.02952963718,0.9806,50,,10000,2
525,-43876.33232812643,-1.0,5,random,10000,2
526,-88375.37190747577,-1.0,10,random,10000,2
527,-1828995.2309923605,-1.0,50,random,10000,2
528,-42648.68517607073,-1.0,5,latin_cube_u,10000,2
529,-60957.583625892315,-1.0,10,latin_cube_u,10000,2
530,-922267.1779838104,-1.0,50,latin_cube_u,10000,2
531,-40833.08636993831,-1.0,5,latin_cube_q,10000,2
532,-80935.97094474707,-1.0,10,latin_cube_q,10000,2
533,-1799574.5790151977,-1.0,50,latin_cube_q,10000,2
534,-42051.49805701689,-1.0,5,uniform,10000,2
535,-102736.30752090996,-1.0,10,uniform,10000,2
536,-2278280.6297804182,-1.0,50,uniform,10000,2
537,-35960.460700179145,0.9778,5,,10000,2
538,-35960.46119551966,0.9777,10,,10000,2
539,-35960.460534952006,0.9777,50,,10000,2
540,-44047.32255118529,-1.0,5,random,10000,2
541,-93364.42675445671,-1.0,10,random,10000,2
542,-1675752.0072326772,-1.0,50,random,10000,2
543,-42858.58456548079,-1.0,5,latin_cube_u,10000,2
544,-90682.8006079539,-1.0,10,latin_cube_u,10000,2
545,-2187509.0493818424,-1.0,50,latin_cube_u,10000,2
546,-40521.757335159964,-1.0,5,latin_cube_q,10000,2
547,-64612.451309290474,-1.0,10,latin_cube_q,10000,2
548,-1850633.4034417183,-1.0,50,latin_cube_q,10000,2
549,-39844.81622389612,-1.0,5,uniform,10000,2
550,-69821.3565419809,-1.0,10,uniform,10000,2
551,-1497127.0143205468,-1.0,50,uniform,10000,2
552,-36047.238036244926,0.9784,5,,10000,2
553,-36047.23858421388,0.9784,10,,10000,2
554,-36047.23803063725,0.9784,50,,10000,2
555,-44670.12630923741,-1.0,5,random,10000,2
556,-89047.37506709408,-1.0,10,random,10000,2
557,-1709244.4693288335,-1.0,50,random,10000,2
558,-50165.78694472773,-1.0,5,latin_cube_u,10000,2
559,-82456.32479587325,-1.0,10,latin_cube_u,10000,2
560,-1501031.8627900963,-1.0,50,latin_cube_u,10000,2
561,-43943.304524232655,-1.0,5,latin_cube_q,10000,2
562,-91343.68337766732,-1.0,10,latin_cube_q,10000,2
563,-2363664.005740067,-1.0,50,latin_cube_q,10000,2
564,-45010.414630477055,-1.0,5,uniform,10000,2
565,-82212.04931031803,-1.0,10,uniform,10000,2
566,-1954479.4519729253,-1.0,50,uniform,10000,2
567,-35993.53644305989,0.9753,5,,10000,2
568,-35993.536030452255,0.0146,10,,10000,2
569,-35993.53688420212,0.9753,50,,10000,2
570,-46745.6734908362,-1.0,5,random,10000,2
571,-70696.95162519698,-1.0,10,random,10000,2
572,-1756342.8079002576,-1.0,50,random,10000,2
573,-38369.50047026012,-1.0,5,latin_cube_u,10000,2
574,-53921.63917699999,-1.0,10,latin_cube_u,10000,2
575,-1831182.707053835,-1.0,50,latin_cube_u,10000,2
576,-46849.72857060388,-1.0,5,latin_cube_q,10000,2
577,-102818.70997695887,-1.0,10,latin_cube_q,10000,2
578,-1632338.902384158,-1.0,50,latin_cube_q,10000,2
579,-42259.71138444221,-1.0,5,uniform,10000,2
580,-112243.69295705423,-1.0,10,uniform,10000,2
581,-2409440.2228804436,-1.0,50,uniform,10000,2
582,-35887.60533398666,0.977,5,,10000,2
583,-35887.60513598765,0.977,10,,10000,2
584,-35887.605114089376,0.977,50,,10000,2
585,-45701.849476786316,-1.0,5,random,10000,2
586,-89614.45149420151,-1.0,10,random,10000,2
587,-1685203.0303678692,-1.0,50,random,10000,2
588,-48818.92633948608,-1.0,5,latin_cube_u,10000,2
589,-56392.9988643163,-1.0,10,latin_cube_u,10000,2
590,-1924015.4665491239,-1.0,50,latin_cube_u,10000,2
591,-47973.905274918536,-1.0,5,latin_cube_q,10000,2
592,-85423.61237558743,-1.0,10,latin_cube_q,10000,2
593,-1403065.062077708,-1.0,50,latin_cube_q,10000,2
594,-44748.20510654367,-1.0,5,uniform,10000,2
595,-118619.35108720917,-1.0,10,uniform,10000,2
596,-1973010.9745803038,-1.0,50,uniform,10000,2
597,-35603.5850777645,0.9808,5,,10000,2
598,-35603.58507164693,0.0119,10,,10000,2
599,-35603.5851245927,0.9808,50,,10000,2
600,-50925.862010734396,-1.0,5,random,10000,2
601,-60844.81429052154,-1.0,10,random,10000,2
602,-1833440.1304399977,-1.0,50,random,10000,2
603,-40399.0577185803,-1.0,5,latin_cube_u,10000,2
604,-51328.25979145637,-1.0,10,latin_cube_u,10000,2
605,-2148283.054005556,-1.0,50,latin_cube_u,10000,2
606,-41257.49781464504,-1.0,5,latin_cube_q,10000,2
607,-111273.40656130879,-1.0,10,latin_cube_q,10000,2
608,-1449866.040640854,-1.0,50,latin_cube_q,10000,2
609,-39596.45871616677,-1.0,5,uniform,10000,2
610,-124578.6025456568,-1.0,10,uniform,10000,2
611,-1389051.135115836,-1.0,50,uniform,10000,2
612,-35749.6257711261,0.9772,5,,10000,2
613,-35749.62586408928,0.9772,10,,10000,2
614,-35749.62619143751,0.9772,50,,10000,2
615,-46105.54226540744,-1.0,5,random,10000,2
616,-71834.67344217627,-1.0,10,random,10000,2
617,-1706085.383163699,-1.0,50,random,10000,2
618,-44325.74797432864,-1.0,5,latin_cube_u,10000,2
619,-113988.54912895567,-1.0,10,latin_cube_u,10000,2
620,-2271036.7570604165,-1.0,50,latin_cube_u,10000,2
621,-44870.89235399782,-1.0,5,latin_cube_q,10000,2
622,-96610.42020139252,-1.0,10,latin_cube_q,10000,2
623,-2339222.3356479467,-1.0,50,latin_cube_q,10000,2
624,-50148.092607530816,-1.0,5,uniform,10000,2
625,-65315.19053291162,-1.0,10,uniform,10000,2
626,-2759037.3821031526,-1.0,50,uniform,10000,2
627,-35641.585359436394,0.981,5,,10000,2
628,-35641.585563948895,0.981,10,,10000,2
629,-35641.585347877095,0.0104,50,,10000,2
630,-42786.630740846806,-1.0,5,random,10000,2
631,-88879.03250913169,-1.0,10,random,10000,2
632,-1881966.3206831706,-1.0,50,random,10000,2
633,-49758.950989560755,-1.0,5,latin_cube_u,10000,2
634,-78910.01485153838,-1.0,10,latin_cube_u,10000,2
635,-1733475.8997389486,-1.0,50,latin_cube_u,10000,2
636,-40915.90161747475,-1.0,5,latin_cube_q,10000,2
637,-88855.08851752695,-1.0,10,latin_cube_q,10000,2
638,-1814213.0725868342,-1.0,50,latin_cube_q,10000,2
639,-48475.74681636218,-1.0,5,uniform,10000,2
640,-78053.02725297619,-1.0,10,uniform,10000,2
641,-2079022.381783805,-1.0,50,uniform,10000,2
642,-35804.75805763523,0.9777,5,,10000,2
643,-35804.75767052212,0.9777,10,,10000,2
644,-35804.75821795115,0.9777,50,,10000,2
645,-43120.68309415667,-1.0,5,random,10000,2
646,-90628.35708653857,-1.0,10,random,10000,2
647,-2076940.6271868835,-1.0,50,random,10000,2
648,-42069.96302695612,-1.0,5,latin_cube_u,10000,2
649,-114651.6196263406,-1.0,10,latin_cube_u,10000,2
650,-1751538.462577128,-1.0,50,latin_cube_u,10000,2
651,-50227.273185497455,-1.0,5,latin_cube_q,10000,2
652,-65291.63697745291,-1.0,10,latin_cube_q,10000,2
653,-2393492.5586003363,-1.0,50,latin_cube_q,10000,2
654,-48362.270570934896,-1.0,5,uniform,10000,2
655,-83601.2384132632,-1.0,10,uniform,10000,2
656,-1427225.834192658,-1.0,50,uniform,10000,2
657,-35816.49050671273,0.9789,5,,10000,2
658,-35816.49016923337,0.0123,10,,10000,2
659,-35816.48976681394,0.9789,50,,10000,2
660,-41862.739257116235,-1.0,5,random,10000,2
661,-97397.14425496607,-1.0,10,random,10000,2
662,-1847190.4007822298,-1.0,50,random,10000,2
663,-48412.848146012206,-1.0,5,latin_cube_u,10000,2
664,-115428.8203649117,-1.0,10,latin_cube_u,10000,2
665,-2689844.3896405636,-1.0,50,latin_cube_u,10000,2
666,-42477.81282109359,-1.0,5,latin_cube_q,10000,2
667,-85869.19900716079,-1.0,10,latin_cube_q,10000,2
668,-1858208.4949459548,-1.0,50,latin_cube_q,10000,2
669,-50782.15900312163,-1.0,5,uniform,10000,2
670,-64884.59872620758,-1.0,10,uniform,10000,2
671,-2369293.2026455402,-1.0,50,uniform,10000,2
672,-36033.7088481709,0.9779,5,,10000,2
673,-36035.7418938833,0.9779,10,,10000,2
674,-36033.7091461885,0.978,50,,10000,2
675,-44281.87452285922,-1.0,5,random,10000,2
676,-87849.49332800254,-1.0,10,random,10000,2
677,-1949511.9113490887,-1.0,50,random,10000,2
678,-49587.92031518564,-1.0,5,latin_cube_u,10000,2
679,-65877.02342383639,-1.0,10,latin_cube_u,10000,2
680,-1834257.0357843293,-1.0,50,latin_cube_u,10000,2
681,-45013.18842495836,-1.0,5,latin_cube_q,10000,2
682,-69264.60062271704,-1.0,10,latin_cube_q,10000,2
683,-1761279.404245719,-1.0,50,latin_cube_q,10000,2
684,-42723.0568209965,-1.0,5,uniform,10000,2
685,-58466.45737447503,-1.0,10,uniform,10000,2
686,-1229714.7188730808,-1.0,50,uniform,10000,2
687,-35804.7433167411,0.0132,5,,10000,2
688,-35804.743457668075,0.9761,10,,10000,2
689,-35804.74401987239,0.9761,50,,10000,2
690,-41032.64040854777,-1.0,5,random,10000,2
691,-80675.90066248241,-1.0,10,random,10000,2
692,-1806613.9279748863,-1.0,50,random,10000,2
693,-40285.07778612113,-1.0,5,latin_cube_u,10000,2
694,-75358.72226852449,-1.0,10,latin_cube_u,10000,2
695,-1746126.6487306983,-1.0,50,latin_cube_u,10000,2
696,-44687.032286766145,-1.0,5,latin_cube_q,10000,2
697,-91445.25603449276,-1.0,10,latin_cube_q,10000,2
698,-1779180.8233263409,-1.0,50,latin_cube_q,10000,2
699,-51696.731379712306,-1.0,5,uniform,10000,2
700,-128503.10600331661,-1.0,10,uniform,10000,2
701,-1517322.5281561487,-1.0,50,uniform,10000,2
702,-35631.578313246006,0.0131,5,,10000,2
703,-35631.57833715107,0.9778,10,,10000,2
704,-35631.57833743997,0.9778,50,,10000,2
705,-43656.41250426017,-1.0,5,random,10000,2
706,-81180.01990213575,-1.0,10,random,10000,2
707,-2174048.705484242,-1.0,50,random,10000,2
708,-46950.10643340928,-1.0,5,latin_cube_u,10000,2
709,-101948.3845621487,-1.0,10,latin_cube_u,10000,2
710,-2355933.5598390163,-1.0,50,latin_cube_u,10000,2
711,-49987.71764535863,-1.0,5,latin_cube_q,10000,2
712,-77243.22528445847,-1.0,10,latin_cube_q,10000,2
713,-1511745.0167389568,-1.0,50,latin_cube_q,10000,2
714,-45592.932640755556,-1.0,5,uniform,10000,2
715,-121941.92409986764,-1.0,10,uniform,10000,2
716,-2391858.6116029355,-1.0,50,uniform,10000,2
717,-36054.51494908088,0.9791,5,,10000,2
718,-36054.51509688095,0.9791,10,,10000,2
719,-36054.514970094795,0.9791,50,,10000,2
720,-45238.50924964181,-1.0,5,random,10000,2
721,-85389.4767697076,-1.0,10,random,10000,2
722,-1957992.2755531543,-1.0,50,random,10000,2
723,-38500.957827345075,-1.0,5,latin_cube_u,10000,2
724,-104186.51709151574,-1.0,10,latin_cube_u,10000,2
725,-2615734.9009536225,-1.0,50,latin_cube_u,10000,2
726,-44582.038988451284,-1.0,5,latin_cube_q,10000,2
727,-127902.71349833863,-1.0,10,latin_cube_q,10000,2
728,-1453925.8485435133,-1.0,50,latin_cube_q,10000,2
729,-40042.51694848972,-1.0,5,uniform,10000,2
730,-110454.91710056378,-1.0,10,uniform,10000,2
731,-897792.1560595445,-1.0,50,uniform,10000,2
732,-35785.332101625805,0.9784,5,,10000,2
733,-35785.33222518017,0.9784,10,,10000,2
734,-35785.33230585738,0.0118,50,,10000,2
735,-46696.956433429164,-1.0,5,random,10000,2
736,-79414.54239331216,-1.0,10,random,10000,2
737,-1714587.2237273413,-1.0,50,random,10000,2
738,-45100.661404748156,-1.0,5,latin_cube_u,10000,2
739,-98280.36991767497,-1.0,10,latin_cube_u,10000,2
740,-3015566.338436732,-1.0,50,latin_cube_u,10000,2
741,-46333.03209911234,-1.0,5,latin_cube_q,10000,2
742,-83374.32421130923,-1.0,10,latin_cube_q,10000,2
743,-1831971.231036828,-1.0,50,latin_cube_q,10000,2
744,-42315.736197975144,-1.0,5,uniform,10000,2
745,-68462.05067288854,-1.0,10,uniform,10000,2
746,-1463943.47513015,-1.0,50,uniform,10000,2
747,-35842.134196674204,0.9781,5,,10000,2
748,-35842.133894603125,0.0123,10,,10000,2
749,-35842.13404913177,0.0123,50,,10000,2
